time21_5,latitude,longitude,halfAngle,speed,type,isMostAccurate,associatedCMEID,note,catalog,featureCode,dataLevel,measurementTechnique,imageType,tilt,minorHalfWidth,speedMeasuredAtHeight,submissionTime,versionId,link
2022-05-10T21:02Z,-33.0,-46.0,38.0,573.0,C,True,2022-05-10T15:12:00-CME-001,,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,11.0,2022-05-10T19:04Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20144/-1
2022-05-11T07:49Z,-4.0,-123.0,43.0,401.0,S,True,2022-05-10T22:00:00-CME-001,A measurement attempt of the CME bulk to try and fit the CME closer to its parent source.,M2M_CATALOG,COR,0,SWPC_CAT,running difference,,,21.5,2022-05-11T15:53Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20156/-1
2022-05-11T13:33Z,-5.0,-131.0,43.0,755.0,C,True,2022-05-11T09:23:00-CME-001,Multiple measurements produced speeds ranging from 755 to 771 km/s. The event is likely back-sided so the longitude could range +/- 10 degrees from what is listed.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,16.0,2022-05-12T15:27Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20175/-1
2022-05-11T22:44Z,-3.0,117.0,50.0,901.0,C,True,2022-05-11T18:48:00-CME-001,,M2M_CATALOG,LE,1,SWPC_CAT,direct,,,,2022-05-12T16:50Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20172/-1
2022-05-12T03:24Z,13.0,-124.0,34.0,577.0,C,True,2022-05-11T21:12:00-CME-001,The shape of the front is very uneven and the brighter bulk of the CME is preceded by faint narrower shock that measures speeds of 800-900 km/s. This measurement is for the bright bulk of the CME.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2022-05-12T17:32Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20177/-1
2022-05-12T07:36Z,8.0,-60.0,22.0,791.0,C,True,2022-05-12T03:24:00-CME-001,Measurement was based on the best fit between SOHO LASCO C3 and STEREO A COR2 coronagraphs.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,16.0,2022-05-13T18:23Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20192/-1
2022-05-12T11:22Z,23.0,-52.0,23.0,987.0,C,True,2022-05-12T08:00:00-CME-001,A measurement of the faint shock associated with the CME.,M2M_CATALOG,SH,0,SWPC_CAT,running difference,,,15.3,2022-05-12T17:53Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20179/-1
2022-05-13T00:55Z,14.0,-98.0,28.0,778.0,C,True,2022-05-12T20:36:00-CME-001,,M2M_CATALOG,SH,0,SWPC_CAT,running difference,,,,2022-05-13T13:58Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20188/-1
2022-05-13T13:39Z,-26.0,137.0,30.0,738.0,C,True,2022-05-13T08:48:00-CME-001,,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2022-05-13T16:33Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20190/-1
2022-05-13T16:45Z,14.0,-90.0,37.0,603.0,C,True,2022-05-13T11:23:00-CME-001,,M2M_CATALOG,SH,0,SWPC_CAT,running difference,,,,2022-05-13T17:48Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20194/-1
2022-05-13T13:23Z,-11.0,83.0,35.0,649.0,C,True,2022-05-13T11:36:00-CME-001,,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2022-05-13T17:56Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20196/-1
2022-05-14T03:21Z,32.0,139.0,30.0,277.0,S,True,2022-05-13T13:25:00-CME-001,"Measurement parameters were determined from the best fit between SOHO LASCO C3 and STEREO A COR2 coronagraphs. Since this was likely a back-sided event, the longitude may vary +/- 10 degrees.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,10.0,2022-05-14T16:18Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20207/-1
2022-05-14T00:11Z,-40.0,151.0,27.0,524.0,C,True,2022-05-13T16:12:00-CME-001,The longitude may vary +/- 10 degrees as the CME is likely back-sided with no known source. The measurement was therefore based on the best fit between SOHO LASCO C3 and STEREO A COR2 coronagraphs.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,17.0,2022-05-14T16:06Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20205/-1
2022-05-14T00:28Z,27.0,-89.0,10.0,610.0,C,True,2022-05-13T19:12:00-CME-001,"The CME moves relatively quickly between SOHO LASCO C2/C3 and STEREO A COR2 frames so only a few frames per hour could be used in the measurement. However, the CME moves at a consistent speed throughout the measurement, producing a clean linear fit as it progresses in time.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,13.0,2022-05-14T16:32Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20209/-1
2022-05-14T03:27Z,-32.0,155.0,27.0,447.0,S,True,2022-05-13T20:12:00-CME-001,"CME is faint in STEREO A COR2 difference imagery, so primarily SOHO LASCO C2/C3 frames were used in this measurement. The longitude may also vary +/- 10 degrees as the event is likely back-sided.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,10.0,2022-05-14T16:40Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20211/-1
2022-05-14T08:09Z,4.0,-87.0,23.0,362.0,S,True,2022-05-13T22:36:00-CME-001,"The CME is faint in most frames of SOHO LASCO C2/C3 and STEREO A COR2 coronagraph imagery so only a few frames were usable over the span of 3.5 hours. However, the CME speed remained consistent throughout this time, producing a reliable measurement despite the sparse data.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,13.0,2022-05-14T16:53Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20213/-1
2022-05-14T18:37Z,13.0,-147.0,23.0,658.0,C,True,2022-05-14T13:23:00-CME-001,"The CME leading edge is faint in most frames of SOHO LASCO C2 and STEREO A COR2 coronagraph imagery. However, adjusting the image contrast and brightness, in STEREO A COR2 especially, was helpful for tracking the CMEs speed across different time stamps.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,14.0,2022-05-14T18:04Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20216/-1
2022-05-14T22:05Z,-43.0,-78.0,17.0,1038.0,O,True,2022-05-14T18:36:00-CME-001,"The CME is obscured by the pylon in SOHO LASCO C3 imagery so only earlier frames in SOHO LASCO C2 were used in combination with STEREO A COR2 imagery. The shock front produced a slightly faster speed than the bulk portion, but it was difficult to find an agreement between coronagraphs when tracking the bulk portion.",M2M_CATALOG,SH,0,SWPC_CAT,running difference,,,14.0,2022-05-15T14:22Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20220/-1
2022-05-16T23:16Z,-38.0,-75.0,21.0,586.0,C,True,2022-05-16T18:12:00-CME-001,This measurement relies on earlier imagery from SOHO LASCO C2 and STEREO A COR2 as the CME is blocked by the pylon in SOHO LASCO C3 and becomes faint in later STEREO A COR2 imagery.,M2M_CATALOG,SH,0,SWPC_CAT,running difference,,,10.0,2022-05-16T20:29Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20226/-1
2022-05-17T11:54Z,-2.0,-39.0,34.0,534.0,C,True,2022-05-17T05:48:00-CME-001,This SWPC_CAT measurement tracks the leading edge of the CME to the west in SOHO LASCO C2/C3 difference imagery. The event is not visible in STEREO A COR2 imagery.,M2M_CATALOG,LE,1,SWPC_CAT,running difference,,,12.2,2022-05-17T16:12Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20228/-1
2022-05-17T13:26Z,-37.0,-2.0,19.0,456.0,S,True,2022-05-17T06:48:00-CME-001,This SWPC_CAT measurement approximates the CME's longitude and latitude by matching the visible leading edge in SOHO LASCO C3 and STEREO A COR2 difference imagery.,M2M_CATALOG,LE,1,SWPC_CAT,running difference,,,18.1,2022-05-17T16:27Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20231/-1
2022-05-17T15:40Z,12.0,-6.0,28.0,335.0,S,True,2022-05-17T09:23:00-CME-001,,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,13.6,2022-05-17T20:01Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20236/-1
2022-05-18T01:48Z,26.0,95.0,18.0,541.0,C,True,2022-05-17T17:16:00-CME-001,"These parameters are based off of the average of multiple measurements between SOHO LASCO C3 direct imagery and STEREO A COR2 difference imagery. Depending on the feature tracked, speeds ranged between 450 km/s to 800 km/s. SWPC_CAT measurements provided speeds between 450 km/s to 550 km/s based off of the visible features in difference imagery.",M2M_CATALOG,LE,0,StereoCAT,running difference,,,,2022-05-18T16:52Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20245/-1
2022-05-18T15:24Z,6.0,177.0,34.0,589.0,C,True,2022-05-18T07:38:00-CME-001,These parameters are based off of the best fit between the faint halo features seen in SOHO LASCO C2 difference imagery and the faint partial halo feature to the East in STEREO A COR2 difference imagery. Additional measurements had speeds ranging from 500-700 km/s.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2022-05-19T16:31Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20259/-1
2022-05-19T00:04Z,35.0,98.0,31.0,359.0,S,True,2022-05-18T10:36:00-CME-001,"These parameters are based off of the best fit between SOHO LASCO C3 and STEREO A COR2 imagery. The bulk portion of the CME was used for this measurement. There is a faint feature ahead of the measured portion that may be a faint leading edge from the filament eruption itself, but it was not incorporated into this analysis. The brighter more full portion was measured to get these parameters.",M2M_CATALOG,TE,0,SWPC_CAT,running difference,,,,2022-05-19T15:33Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20254/-1
2022-05-19T15:58Z,-28.0,-131.0,26.0,335.0,S,True,2022-05-19T05:12:00-CME-001,"These parameters are based off of the best fit between features seen in SOHO LASCO C2, C3 and STEREO A COR2 coronagraphs. The speed of this CME may vary between 200 and 400 km/s.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2022-05-19T20:21Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20267/-1
2022-05-19T22:58Z,25.0,178.0,31.0,390.0,S,True,2022-05-19T14:00:00-CME-001,"These parameters are based off of the best fit between SOHO LASCO coronagraphs and the STEREO A COR2 coronagraph. The features are fairly faint in white light and difference imagery, therefore the parameters may be off. Measurements had longitudes ranging from -178 to 178 degrees with speeds from 200-400 km/s.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2022-05-20T19:17Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20276/-1
2022-05-20T01:00Z,24.0,164.0,26.0,483.0,S,True,2022-05-19T17:36:00-CME-001,"These parameters are based off of the best fit between SOHO LASCO coronagraphs and STEREO A COR2. The CME is very faint in STEREO A COR2 difference imagery, making it difficult to find a reliable leading edge in later frames.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2022-05-20T19:20Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20278/-1
2022-05-20T16:12Z,-11.0,40.0,22.0,875.0,C,True,2022-05-20T12:23:00-CME-001,"These parameters are based off of the best fit between SOHO LASCO C2, C3 and STEREO A COR2 difference imagery. There is a faint shock front that is not included in the measurement from STEREO A COR2's point of view. Based off of analysis, the speed may vary between 750 to 900 km/s with the latitude varying between -5 to -15 degrees.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2022-05-20T17:46Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20270/-1
2022-05-21T05:47Z,28.0,25.0,33.0,569.0,C,True,2022-05-21T00:12:00-CME-001,A measurement of the bulk of the CME outflow using only SOHO/C2 running difference imagery.,M2M_CATALOG,COR,0,SWPC_CAT,running difference,,,7.1,2022-05-22T17:49Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20296/-1
2022-05-22T00:29Z,-35.0,-157.0,35.0,460.0,S,True,2022-05-21T16:53:00-CME-001,An early measurement of the leading edge using SOHO/C2 and Stereo-A COR2 imagery.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,4.1,2022-05-21T18:26Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20287/-1
2022-05-22T18:46Z,-59.0,-64.0,26.0,379.0,S,True,2022-05-22T09:12:00-CME-001,A measurement of the CME bulk as the front was faint and thus not able to be ascertained in Stereo-A COR2A imagery.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,8.0,2022-05-22T13:41Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20293/-1
2022-05-23T13:10Z,-4.0,-76.0,20.0,754.0,C,True,2022-05-23T08:24:00-CME-001,A measurement of the left-hand leading edge; the front is asymmetrical and the southeasterly portion of it seems to be moving faster relative to the brighter bulk of the CME outflow.,M2M_CATALOG,LHB,0,SWPC_CAT,running difference,,,4.2,2022-05-23T19:10Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20310/-1
2022-05-24T02:16Z,-5.0,18.0,42.0,244.0,S,True,2022-05-23T12:36:00-CME-001,"A measurement of the bulk of the CME outflow, ignoring small sections of asymmetrical components to the extreme north and south along the front.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,3.2,2022-05-23T17:23Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20305/-1
2022-05-24T03:24Z,46.0,-168.0,50.0,503.0,C,True,2022-05-23T18:48:00-CME-001,,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,11.3,2022-05-24T12:07Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20316/-1
2022-05-24T15:37Z,-73.0,-16.0,14.0,461.0,S,True,2022-05-24T07:24:00-CME-001,,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,9.6,2022-05-24T12:03Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20314/-1
2022-05-25T03:59Z,25.0,-136.0,37.0,708.0,C,True,2022-05-24T23:11:00-CME-001,,M2M_CATALOG,null,1,null,null,,,,2022-05-25T13:45Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20329/-1
2022-05-25T06:50Z,-11.0,-90.0,33.0,465.0,S,True,2022-05-24T23:12:00-CME-001,,M2M_CATALOG,null,1,null,null,,,,2022-05-25T13:45Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20327/-1
2022-05-25T08:11Z,-33.0,154.0,38.0,789.0,C,True,2022-05-25T04:00:00-CME-001,,M2M_CATALOG,LE,1,SWPC_CAT,direct,,,,2022-05-25T14:26Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20324/-1
2022-05-25T10:55Z,20.0,-134.0,33.0,696.0,C,True,2022-05-25T05:53:00-CME-001,,M2M_CATALOG,LE,1,SWPC_CAT,direct,,,,2022-05-25T19:04Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20331/-1
2022-05-25T15:22Z,-13.0,-120.0,48.0,1014.0,O,True,2022-05-25T12:00:00-CME-001,,M2M_CATALOG,LE,1,SWPC_CAT,direct,,,,2022-05-25T19:02Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20335/-1
2022-05-25T22:15Z,-29.0,43.0,34.0,929.0,C,True,2022-05-25T18:38:00-CME-001,Preliminary measurement using 3 frames of C2 and 2 frames of COR2A.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,6.6,2022-05-27T16:27Z,5,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20340/-1
2022-05-25T20:47Z,-3.0,3.0,45.0,1431.0,O,True,2022-05-25T18:38:00-CME-001,"Analysis of a faint shock front of this CME which seems to be more Earth-directed than the brighter, narrower bulk front.",SEPVAL_CME_CATALOG,SH,1,SWPC_CAT,running difference,,,17.0,2023-10-18T20:29Z,4,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/27337/-1
2022-05-26T17:53Z,7.0,95.0,33.0,390.0,S,True,2022-05-26T09:09:00-CME-001,,M2M_CATALOG,LE,0,StereoCAT,running difference,,,,2022-05-26T14:22Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20346/-1
2022-05-28T04:36Z,19.0,-97.0,27.0,309.0,S,True,2022-05-27T17:12:00-CME-001,Analysis relies on earlier times stamps in SOHO LASCO C2/C3 and STEREO A COR2 imagery as the CME boundary becomes diffuse in later coronagraph imagery.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,7.0,2022-05-28T16:05Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20363/-1
2022-05-28T15:47Z,10.0,85.0,10.0,251.0,S,True,2022-05-28T01:25:00-CME-001,"This CME was best seen in SOHO LASCO C2 difference imagery. One frame of SOHO LASCO C3 imagery was used for the analysis, and STEREO A COR2 was also used.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,7.0,2022-05-28T15:31Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20361/-1
2022-05-28T14:41Z,-11.0,-127.0,25.0,445.0,S,True,2022-05-28T06:00:00-CME-001,Parameters obtained using knowledge of the source location and the best fit between SOHO LASCO C2/C3 and STEREO A COR2 difference imagery in SWPC_CAT. This CME has a bright front clearly visible in difference imagery.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,13.0,2022-05-28T13:59Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20358/-1
2022-05-28T19:33Z,-25.0,-166.0,44.0,821.0,C,True,2022-05-28T15:09:00-CME-001,These parameters were obtained using the best fit between SOHO LASCO C2/C3 and STEREO A COR2 imagery in SWPC_CAT. The longitude could vary by approximately +/- 10 degrees because there is no visible associated source eruption on the disk.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,14.0,2022-05-28T18:33Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20367/-1
2022-05-29T17:13Z,-31.0,92.0,20.0,382.0,S,True,2022-05-29T07:24:00-CME-001,Limited STEREO A COR2 imagery was used due to the faintness of this CME in difference imagery.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,7.0,2022-05-29T15:10Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20372/-1
2022-05-30T06:12Z,26.0,-100.0,17.0,370.0,S,True,2022-05-29T19:00:00-CME-001,Parameters obtained using source location and best fit between SOHO LASCO C2 and STEREO A COR2 images in SWPC_CAT.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,9.0,2022-05-30T13:56Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20381/-1
2022-05-30T06:16Z,18.0,48.0,17.0,1040.0,O,True,2022-05-30T03:12:00-CME-001,Primarily earlier time stamps from SOHO LASCO C3 and STEREO A COR2 coronagraph images were used in this measurement as the CME boundary becomes diffuse in later C3 images.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,14.0,2022-05-30T13:53Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20379/-1
2022-05-31T13:16Z,-29.0,-122.0,20.0,808.0,C,True,2022-05-31T08:53:00-CME-001,"This SWPC_CAT measurement approximates the longitude based on the observed source signature and the orientation of the CME visible in SOHO LASCO C2/C3 and STEREO A COR2 imagery. The CME exhibits a diffuse front in STEREO A COR2 imagery, perhaps due to the limited resolution of the available real-time data.",M2M_CATALOG,LE,1,SWPC_CAT,running difference,,,14.5,2022-05-31T15:49Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20391/-1
2022-06-01T12:44Z,4.0,11.0,22.0,315.0,S,True,2022-06-01T01:54:00-CME-001,Remeasured using more SOHO LASCO C2 imagery.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,13.0,2022-06-01T19:35Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20399/-1
2022-06-02T12:36Z,-8.0,38.0,44.0,549.0,C,True,2022-06-02T06:09:00-CME-001,A measurement of the leading edge using both Stereo Ahead and SOHO coronagraph imagery.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,12.5,2022-06-02T18:38Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20409/-1
2022-06-04T13:42Z,27.0,-29.0,28.0,396.0,S,True,2022-06-04T03:48:00-CME-001,CME speeds up in later imagery. This measurement uses all available frames until the CME became too diffuse to measure in difference imagery.,M2M_CATALOG,COR,0,SWPC_CAT,running difference,,,14.0,2022-06-04T13:58Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20416/-1
2022-06-05T16:54Z,-34.0,-54.0,16.0,681.0,C,True,2022-06-05T13:17:00-CME-001,"The longitude is about 10-15 degrees off from the source location. The eruption may have deflected from the source location. Due to the limited available imagery in SOHO LASCO C2 and STEREO A COR2, the longitude may vary by a few degrees.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,13.0,2022-06-05T18:46Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20422/-1
2022-06-05T20:55Z,-13.0,51.0,26.0,515.0,C,True,2022-06-05T14:12:00-CME-001,"This measurement includes more STEREO A COR2 and SOHO LASCO C2/C3 imagery that was not available at the time of the initial measurement. After including more images in the analysis and a wider portion of the CME that became more apparent in later imagery, the longitude changed by about 15-20 degrees.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,11.0,2022-06-06T12:50Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20429/-1
2022-06-07T08:09Z,21.0,180.0,54.0,836.0,C,True,2022-06-07T04:00:00-CME-001,"This measurement has low confidence due to assumptions made. This measurement assumes the source of the CME to be back sided from SOHO's point of view based off of a lack of visible source signature(s) on the Earth-facing disk. The fit of this CME may vary in longitude between -170 and +170. There is a lack of clear CME features in the STEREO A COR2 imagery to provide higher confidence in these parameters. These parameters are based off of measuring the ""bulk"" or brighter portion of the CME.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2022-06-08T19:47Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20444/-1
2022-06-07T22:02Z,57.0,161.0,24.0,292.0,S,True,2022-06-07T11:42:00-CME-001,A measurement of the very faint front associated with the CME.,M2M_CATALOG,SH,0,SWPC_CAT,running difference,,,17.0,2022-06-08T19:48Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20445/-1
2022-06-07T22:18Z,52.0,124.0,18.0,457.0,S,True,2022-06-07T15:30:00-CME-001,A measurement of the leading edge of the CME using SOHO and Stereo-A coronagraph imagery and all available imagery.,M2M_CATALOG,LE,0,StereoCAT,running difference,,,7.3,2022-06-08T19:57Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20447/-1
2022-06-08T01:27Z,-51.0,-37.0,27.0,926.0,C,True,2022-06-07T21:48:00-CME-001,A measurement of the leading edge of the CME; the event is partially blocked by the C3 pylon. Attempts to fit the CME latitude closer to the source latitude resulted in a poor linear regression.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,8.6,2022-06-08T16:00Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20438/-1
2022-06-08T10:32Z,54.0,-156.0,38.0,261.0,S,True,2022-06-07T22:30:00-CME-001,A measurement of the leading edge of the CME using all available spacecraft and instruments.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,6.3,2022-06-08T19:44Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20442/-1
2022-06-08T11:51Z,77.0,-28.0,17.0,452.0,S,True,2022-06-08T04:18:00-CME-001,A measurement of the leading edge of the CME which appears to be angled far off the ecliptic despite not being able to find a source location.,M2M_CATALOG,LE,0,StereoCAT,running difference,,,,2022-06-08T20:06Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20449/-1
2022-06-10T05:23Z,-44.0,-59.0,24.0,467.0,S,True,2022-06-09T21:24:00-CME-001,"A measurement of the CME bulk; the CME is blocked by the pylon in SOHO/C3, making the measurement somewhat difficult to carry out.",M2M_CATALOG,COR,0,SWPC_CAT,running difference,,,11.7,2022-06-10T15:00Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20461/-1
2022-06-10T04:11Z,-38.0,-2.0,36.0,538.0,C,True,2022-06-10T00:06:00-CME-001,Analysis basing off the newly available COR2A Science Level data. Confirms that this was a front-sided CME - the front is especially clearly seen in Science level difference data and helps with SWPC CAT analysis (even thought it uses Beacon data). The half-width of the CME could be different +-5 deg).,M2M_CATALOG,LE,2,SWPC_CAT,running difference,,,,2022-06-13T19:43Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20486/-1
2022-06-10T20:17Z,13.0,-97.0,39.0,254.0,S,True,2022-06-10T06:12:00-CME-001,Parameters obtained using knowledge of the source location on or around longitude -90 and the best fit between SOHO LASCO C2/C3 and STEREO A COR2 imagery in SWPC_CAT.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,8.0,2022-06-10T14:00Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20463/-1
2022-06-12T00:13Z,-40.0,-75.0,10.0,406.0,S,True,2022-06-11T15:36:00-CME-001,"The CME disappears after a few frames in both SOHO LASCO C2 and STEREO A COR2 imagery, where it is faintly seen. This measurement relies heavily on the source location and the best fit between the minimal coronagraph imagery that is available for this event.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,5.0,2022-06-11T18:20Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20470/-1
2022-06-13T06:21Z,-3.0,-39.0,46.0,1244.0,O,True,2022-06-13T03:12:00-CME-001,"This is a preliminary measurement. Since the CME is a partial halo, it is hard to fit the entirety of the bulk portion as seen from SOHO LASCO C2/C3 in the measurement. The CME appears as a fuller halo in STEREO A COR2 so the fit was better from this point of view, but only 4 frames were available of STEREO A COR2 imagery.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,26.0,2022-06-13T12:19Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20478/-1
2022-06-13T16:34Z,-45.0,65.0,35.0,559.0,C,True,2022-06-13T10:12:00-CME-001,The boundary/leading edge of the CME is diffuse and therefore difficult to track in SOHO LASCO C2/C3 and STEREO A COR2. The measurement therefore relies mostly on the brighter SE feature which was tracked between the two coronagraphs.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,10.0,2022-06-13T20:34Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/20488/-1
